i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60,Topic 61,Topic 62,Topic 63,Topic 64,Topic 65
675,GTEX-S33H-0626-SM-2XCBJ,3.3358607445974223e-07,2.0018641968529494e-05,3.3358728523010466e-07,0.6215293820005409,3.3358848233028854e-07,3.335851608814023e-07,3.3360498779107674e-07,3.3358177449602284e-07,3.3358272271886773e-07,3.3358973161599136e-07,0.0759591939231526,3.3358101327571533e-07,3.335835356610074e-07,3.3358779609106463e-07,2.495996730053546e-05,0.002116960276491087,3.335980809014865e-07,3.3358564044512076e-07,0.007751079955662812,3.3360550289934313e-07,3.335840736660094e-07,3.335850755462881e-07,3.336304794227865e-07,3.335843433161604e-07,3.3360800251922107e-07,3.335846473884492e-07,3.3358159089949414e-07,3.3358132855966156e-07,3.335899935149885e-07,3.3358645496486313e-07,3.3358853224432833e-07,3.3358480628158807e-07,3.335858193495709e-07,3.335866433522786e-07,0.10570445392606227,3.3358492885083044e-07,0.14737086395937654,3.335965985403076e-07,3.3358629469950666e-07,3.335879171012348e-07,3.33584501456824e-07,3.3358761093493784e-07,0.039474090149169916,3.3358262189474343e-07,3.063798123969945e-05,3.3359476279017483e-07,3.3358304450407214e-07,3.3358148996581926e-07,3.335848433222467e-07,3.335798230406863e-07,3.3357975807205076e-07,3.3358328562757206e-07,3.4535560662740685e-07,3.3358581299394267e-07,3.3358239421552886e-07,3.335855987387639e-07,3.3364895090839554e-07,3.33589963734212e-07,3.335837713673274e-07,3.3363619718519257e-07,3.3359020253148443e-07,3.3358917468593647e-07,3.335940023987728e-07,3.3358187715426257e-07,3.335884219809438e-07
676,GTEX-14E7W-1326-SM-5RQIV,1.584318839741461e-07,0.011908386210880334,1.5843220680786154e-07,0.19516252306953033,1.584332206092898e-07,1.5843112153897012e-07,1.5844411835195753e-07,1.5842936497026366e-07,1.5843000419250132e-07,1.5843521205397194e-07,0.08774434409281825,1.5842879405038675e-07,1.5842993006476073e-07,1.5843222867908577e-07,0.011858420788956834,0.04941276689760518,1.5844155113514278e-07,1.5843093024585746e-07,0.019518955094677617,1.5844481713029922e-07,1.5843105782610617e-07,1.5843103276684588e-07,1.5844689573550344e-07,1.5843138801435213e-07,1.5844526577335357e-07,1.5843122447864333e-07,1.5843000362697499e-07,1.5842961774490702e-07,1.584358207444787e-07,1.5843158949729592e-07,1.5843257699848754e-07,1.5843163659813364e-07,1.5843154458163827e-07,1.5843182301589247e-07,0.042941136201453574,1.584315959411828e-07,0.49543700581765,1.5843705114322663e-07,1.584321298397538e-07,1.5843175737075407e-07,1.5843115154947137e-07,1.5843325794215933e-07,0.0724284508207795,1.5842928910235883e-07,0.01357929237411433,1.584353587252355e-07,1.5843017752608986e-07,1.584287276824627e-07,1.584305657772411e-07,1.5842825572000444e-07,1.5842875758653118e-07,1.5843006175294313e-07,1.6318766748177807e-07,1.5843168006519753e-07,1.5842974207516315e-07,1.5843142556498845e-07,1.58475602224104e-07,1.58435306185103e-07,1.5843000667692368e-07,1.5845852195407953e-07,1.584349512244297e-07,1.584331083876288e-07,1.5843685535100072e-07,1.5842912784013297e-07,1.584325401675966e-07
677,GTEX-O5YV-0526-SM-2I5GE,2.09181699987117e-07,0.029802906936579058,2.0918273135544603e-07,0.0943684295550261,2.0918283554147247e-07,2.0918036389479784e-07,2.091911576767615e-07,2.0917760431190005e-07,2.0918501331639296e-07,2.091859500244638e-07,0.14935682720115012,2.091773171000184e-07,2.0918006454286965e-07,2.091870372619137e-07,0.030816766389667585,0.07103403385026749,2.0919466015522456e-07,2.0917920995400713e-07,0.01478216157172904,2.0919780106014012e-07,2.0918160878339958e-07,2.0917969068450144e-07,2.0921282091968653e-07,2.0918084710362842e-07,2.0920011405168628e-07,2.0918068114329606e-07,2.0917889548572065e-07,2.0917786335840675e-07,2.09186834574253e-07,2.0918117211864514e-07,2.0918398972024349e-07,2.0918056203279725e-07,2.0918006856167216e-07,2.0918086725618672e-07,0.4843565923867047,2.091810274830392e-07,0.07194978891253129,2.0919250155341605e-07,2.091812835068732e-07,2.0918545600252304e-07,2.0917994454158398e-07,2.0918345918771528e-07,0.022275616841450522,2.0917776195114878e-07,0.03124536596618232,2.0918914728165247e-07,2.0918068014061306e-07,2.091785554385379e-07,2.091790604435294e-07,2.09176556380431e-07,2.0917660820773446e-07,2.0917884515905904e-07,2.14386470106627e-07,2.0918129738561185e-07,2.0917828846824639e-07,2.0918011723633611e-07,2.092515974320918e-07,2.0918591439992521e-07,2.0918934860256037e-07,2.0921112477630324e-07,2.0918482610973847e-07,2.091820999742822e-07,2.0918688579813e-07,2.0917803558645405e-07,2.0918235653776962e-07
678,GTEX-WY7C-0426-SM-3NB3C,7.51497261351846e-08,0.14623811285114383,7.514959727123798e-08,0.02914254808632949,7.515009420317936e-08,7.514927220048426e-08,7.515673894157285e-08,7.51484536056624e-08,7.514888485664538e-08,7.515146674981705e-08,0.024421949015512236,7.514823049762734e-08,7.514856676372378e-08,7.51496974193252e-08,0.15098163881758134,0.19289570090714478,7.515439309222215e-08,7.514899734131679e-08,0.09313046467546947,7.51553725417133e-08,7.514924862824487e-08,7.51492787468512e-08,7.515541162524605e-08,7.514927202428544e-08,7.515559434127909e-08,7.514963904602237e-08,7.514879538245352e-08,7.514856998728438e-08,7.515186229668073e-08,7.514945982101631e-08,7.51493324130609e-08,7.514962697244637e-08,7.514944700533202e-08,7.514968932716182e-08,0.003886543759537203,7.514954793819374e-08,0.05728921630745959,7.515249299278783e-08,7.514968702780131e-08,7.514969426999662e-08,7.514918709300605e-08,7.515209597174673e-08,0.15278862521787093,7.514830871008376e-08,0.1492210638764649,7.515132939576345e-08,7.514863005697182e-08,7.514815875286691e-08,7.514897233957167e-08,7.514802790587845e-08,7.514812788304629e-08,7.51488646330376e-08,7.834428489838055e-08,7.514953293173557e-08,7.514862602407146e-08,7.514925430082264e-08,7.517421921406735e-08,7.515133216642609e-08,7.514896583073159e-08,7.516029708936133e-08,7.515108837988723e-08,7.515018679399969e-08,7.515184477192137e-08,7.514838510995065e-08,7.514962450066621e-08
679,GTEX-XUJ4-1426-SM-4BONT,5.757575397912499e-08,0.21772129252251557,5.757576376266299e-08,0.03146423611781617,5.757611730500519e-08,5.757539265419772e-08,5.7578265567060946e-08,5.757483349317155e-08,5.757513483380965e-08,5.757703545341713e-08,0.006415873146557437,5.757465267078529e-08,5.7574986199597616e-08,5.757580960857964e-08,0.231126273727127,0.20454990899900827,5.757935316704192e-08,5.7575283687376665e-08,0.03177644150615531,5.758021643859506e-08,5.75753618044403e-08,5.7575284165876105e-08,5.7580792350635454e-08,5.757527597003923e-08,5.758031375347009e-08,5.7575693419255425e-08,5.757508363162878e-08,5.757494354601904e-08,5.757727399107479e-08,5.7575631267871037e-08,5.757563375308853e-08,5.757578093542077e-08,5.757550874625205e-08,5.757563065603658e-08,0.002756451129036967,5.7575598784352956e-08,0.048070698187214975,5.757752841864074e-08,5.757571597299549e-08,5.7575644039508136e-08,5.7575367770295566e-08,5.757650381767448e-08,0.007305518512470043,5.75747904460504e-08,0.21881013683615555,5.757699179721167e-08,5.7575031404586714e-08,5.757456588521982e-08,5.757526725609512e-08,5.757452565033584e-08,5.7574606359048635e-08,5.757510158468215e-08,6.018427880382156e-08,5.757572247226283e-08,5.757499477624961e-08,5.7575509176649606e-08,5.759335716033232e-08,5.7577077324938496e-08,5.757527075201573e-08,5.758481347537986e-08,5.757677973524582e-08,5.7576227049091834e-08,5.757724876853636e-08,5.757483353718749e-08,5.757578373021282e-08
680,GTEX-111YS-0626-SM-5GZXV,3.55609914020865e-08,0.2511327392087697,3.5560976209890194e-08,0.005319326667682063,3.55611279705358e-08,3.556083595565569e-08,3.556386607866332e-08,3.556039684510644e-08,3.556090062577046e-08,3.556176815217047e-08,0.0033296595213010184,3.55603153251498e-08,3.556050772264387e-08,3.556123931854218e-08,0.2750355380079154,0.15742373757709532,3.556300809921846e-08,3.556063612453729e-08,0.011674119147057203,3.556339487414139e-08,3.556081132535678e-08,3.556067223627347e-08,3.5563612788495905e-08,3.556090131896073e-08,3.556364514625377e-08,3.556097421021153e-08,3.5560570203039097e-08,3.556043322428578e-08,3.5561924581725446e-08,3.556088309881459e-08,3.5560875075954027e-08,3.5560943385472335e-08,3.556079074346541e-08,3.556086733276831e-08,0.0073315127866661845,3.5560911604294737e-08,0.011623648110090593,3.5562187076937876e-08,3.556094323958017e-08,3.556118513988891e-08,3.556073201678834e-08,3.556133261147606e-08,0.02583223448754399,3.556034577021522e-08,0.2512955273871783,3.5561586096527436e-08,3.556063713535636e-08,3.556034409029107e-08,3.556063685062331e-08,3.556025029172757e-08,3.556027432898956e-08,3.5560589504229517e-08,3.6780032878557495e-08,3.556089395340896e-08,3.556045700003777e-08,3.556078455757552e-08,3.5571466806975374e-08,3.556173726764175e-08,3.5560767079551685e-08,3.556674310314346e-08,3.556149234760551e-08,3.556114674517047e-08,3.556192723702252e-08,3.556042540627444e-08,3.5561000600852856e-08
681,GTEX-ZAB4-0626-SM-5CVN3,1.7413461882823356e-07,0.07256512867585692,1.741350547271883e-07,0.16710112410970032,1.7413630041463633e-07,1.7413450536958776e-07,1.741476490207982e-07,1.7413267958529555e-07,1.7413302955821513e-07,1.7413869926657267e-07,0.02933055279635249,1.741319268040731e-07,1.741326739855433e-07,1.7413519324786829e-07,0.07407791555380829,0.06946096268307465,1.7414495828319256e-07,1.7413407872872614e-07,0.023186030224037136,1.741475604124251e-07,1.7413389086717498e-07,1.741337730377775e-07,1.7415602558859464e-07,1.7413369826379886e-07,1.7414906777423958e-07,1.7413449333810104e-07,1.7413351311935057e-07,1.7413283921550671e-07,1.741395105276858e-07,1.7413463320385945e-07,1.74135591982425e-07,1.741348189173377e-07,1.741345391936094e-07,1.7413467833661032e-07,0.026382970164632265,1.7413463890021264e-07,0.4191042998086602,1.7414008008332832e-07,1.741345547253969e-07,1.7413481349893708e-07,1.7413419242446372e-07,1.741364320517382e-07,0.042172255321817294,1.741323216365189e-07,0.07660917825710326,1.7413845366548692e-07,1.7413302950016847e-07,1.7413152599574772e-07,1.7413406131379977e-07,1.741314168348041e-07,1.7413224489783743e-07,1.7413324170919534e-07,1.7898040947129705e-07,1.741346026877867e-07,1.7413270134763136e-07,1.7413486064627135e-07,1.741843459758654e-07,1.7413884595204697e-07,1.7413298114438913e-07,1.7416244540141317e-07,1.7413818724573727e-07,1.7413689695800854e-07,1.7414021484137424e-07,1.7413219490479763e-07,1.7413526175438873e-07
682,GTEX-11I78-0126-SM-5HL6F,5.147085444684525e-08,0.21233348666643018,5.147081785812509e-08,0.01855396144055805,5.147117686178663e-08,5.1470613273693693e-08,5.147504618531149e-08,5.147018892571576e-08,5.147039912922588e-08,5.147217460064216e-08,0.014400751436168228,5.146995172110085e-08,5.1470206910068395e-08,5.147086048389227e-08,0.21597845957234355,0.16672522896044037,5.14738334522489e-08,5.147055278427135e-08,0.06294665148876845,5.1474686060105e-08,5.147063022150238e-08,5.147070224424827e-08,5.1474268952137164e-08,5.147070664119237e-08,5.147456384144362e-08,5.147089529161022e-08,5.1470372049758537e-08,5.147023579077634e-08,5.147236630462929e-08,5.147078679984131e-08,5.147050831795863e-08,5.147095705678911e-08,5.147077844412237e-08,5.147095158691237e-08,0.002094214669892428,5.147077660577066e-08,0.062743954574926,5.1472692045598505e-08,5.1470839596142116e-08,5.1470894955437095e-08,5.147060887164613e-08,5.147299545578486e-08,0.029553802242942958,5.1470048111429546e-08,0.21466665555835743,5.147220378716282e-08,5.147023053290579e-08,5.1469854290649784e-08,5.147052780456607e-08,5.1469822447552906e-08,5.1469984621379444e-08,5.147039837231205e-08,5.392201052226905e-08,5.147095818547594e-08,5.147016342658325e-08,5.1470712441460885e-08,5.148546087974093e-08,5.147210621607289e-08,5.147036451011461e-08,5.147880677924458e-08,5.147193366148951e-08,5.1471509425011895e-08,5.147223424034084e-08,5.147008160802296e-08,5.147086661803015e-08
683,GTEX-13PVQ-0926-SM-5IJFD,3.1763569388348366e-07,3.791722271491226e-05,3.176363752528258e-07,0.43620054646524603,3.176383344934003e-07,3.1763475555112846e-07,3.1765136228688197e-07,3.176316511359247e-07,3.176323037548939e-07,3.1763946151233723e-07,0.09300632964831256,3.1763041091089396e-07,3.1763254633908443e-07,3.1763666978763896e-07,4.9084148487001896e-05,0.0035261893237099598,3.1764800191561365e-07,3.1763440797025757e-07,0.011211067613416389,3.176553251278961e-07,3.1763385004207896e-07,3.1763420460715663e-07,3.1767313021075973e-07,3.17632901069374e-07,3.176550981835362e-07,3.176345585339846e-07,3.176317343691515e-07,3.1763144600437654e-07,3.176393361647145e-07,3.176356379904266e-07,3.176370276752334e-07,3.176350689879629e-07,3.176353436926719e-07,3.1763552689479115e-07,0.03993094299640958,3.17634713768994e-07,0.36565312159839924,3.1764404333783145e-07,3.1763592335314525e-07,3.1763514304547915e-07,3.17634058469307e-07,3.176371815270233e-07,0.05030679464817973,3.176313777356333e-07,6.0504661707398106e-05,3.1764330564298075e-07,3.1763232774628816e-07,3.176300994744688e-07,3.1763373386232656e-07,3.1762980853943474e-07,3.1763001976635913e-07,3.176328770734709e-07,3.4915990411327563e-07,3.176358364517836e-07,3.1763205879468337e-07,3.176347402851452e-07,3.1769687673033885e-07,3.1764060290229665e-07,3.1763368578279195e-07,3.176825377285673e-07,3.176401003893766e-07,3.1763912672990516e-07,3.176432668069983e-07,3.176307534975706e-07,3.1763714937536896e-07
684,GTEX-RVPV-1726-SM-5SI8C,2.1638944271883343e-07,2.7973281966622367e-06,2.163894407129089e-07,0.2706792249739057,2.1639092275269635e-07,2.1638855604483607e-07,2.1640204611855665e-07,2.1638615331233187e-07,2.163867143813669e-07,2.1639078523895073e-07,0.3960570109347737,2.1638532900487183e-07,2.163868710902639e-07,2.163900130930502e-07,4.583501656171622e-06,0.001422283752490052,2.1639561519653494e-07,2.1638789008256604e-07,0.007793184840613352,2.1640117620101522e-07,2.1638774007922831e-07,2.1638823448214552e-07,2.1641412232871e-07,2.1638687809616227e-07,2.1640342683129282e-07,2.1638809118594084e-07,2.163859747396109e-07,2.1638581058569852e-07,2.163904674194947e-07,2.1638920608189244e-07,2.163917346167821e-07,2.1638808277743032e-07,2.1638875831402814e-07,2.1638892711207415e-07,0.018587411849704635,2.1638882823004155e-07,0.19424236059157862,2.1639480388523318e-07,2.1638932316153922e-07,2.1638845353628006e-07,2.1638778423611557e-07,2.1638972774570137e-07,0.11119277162030244,2.1638582363354177e-07,6.4558983875456794e-06,2.16393342843581e-07,2.1638661897594488e-07,2.1638543700061048e-07,2.1638733304261368e-07,2.16384886448586e-07,2.163849374744052e-07,2.1638727132418777e-07,2.2958586913465053e-07,2.1638889763876723e-07,2.163867739008591e-07,2.1638822520099405e-07,2.164266439482853e-07,2.1639158500788146e-07,2.163876797995564e-07,2.164179798840308e-07,2.1639106447441846e-07,2.1639062795066647e-07,2.1639432287416426e-07,2.1638550376458838e-07,2.1639023553560545e-07
685,GTEX-WFG7-0526-SM-3GIKI,7.272266429397199e-08,0.1360355011080856,7.272202213083378e-08,0.019664801448256636,7.272492861488627e-08,7.272143665515354e-08,7.272482569607337e-08,7.272176650251716e-08,7.272180578372886e-08,7.272373228370321e-08,0.004876131079434536,7.272044568631826e-08,7.272095710776751e-08,7.272303539927451e-08,0.16730571175598716,0.3965276927081201,7.272613675760432e-08,7.272272014974625e-08,0.08188950830497739,7.272734057534282e-08,7.27215176697041e-08,7.272111619779095e-08,7.272744066847885e-08,7.27214567025947e-08,7.272748149325398e-08,7.272226657891158e-08,7.272204115383453e-08,7.272118511249074e-08,7.272407711679389e-08,7.272764028132823e-08,7.272313414633888e-08,7.272238790857367e-08,7.272229557764778e-08,7.272285329768089e-08,0.0015666303979417957,7.272189965324151e-08,0.03742884238264615,7.272444923756165e-08,7.272212740944172e-08,7.272547047681231e-08,7.272310186065492e-08,7.272264296337588e-08,0.01047746431341922,7.27213259127895e-08,0.14422370060124262,7.27231823136804e-08,7.272134899558814e-08,7.272057294064149e-08,7.273375757251871e-08,7.272020808236051e-08,7.272920186261083e-08,7.272234624019437e-08,7.454962221101983e-08,7.27228296087934e-08,7.272140438058282e-08,7.278245667457906e-08,7.27435012576401e-08,7.273931324465535e-08,7.274959001034164e-08,8.688447408120887e-08,7.272317052449317e-08,7.272372302796209e-08,7.27253705079149e-08,7.272987440633445e-08,7.272221186442141e-08
686,GTEX-131XW-1126-SM-5EGK4,2.0210672511956275e-08,6.53749478897739e-05,2.0211546679407033e-08,0.011354591933579058,2.021215080430735e-08,2.0216158793766084e-08,2.0211827695940766e-08,2.021334047878307e-08,2.0215727365660718e-08,2.021069634411085e-08,0.01888551920630889,2.0212322880483115e-08,2.0211172785951e-08,2.0213332459093853e-08,7.842449866872013e-05,0.0005775643904673007,2.0211110595372017e-08,2.0210237753659747e-08,0.0009894943331437867,2.0211506257961086e-08,2.0210311397401714e-08,2.0213555344405388e-08,0.9333101454591545,2.0210367992752133e-08,2.021201245125375e-08,2.0210082734766148e-08,2.021455337894904e-08,2.02098670945569e-08,2.0210811000736013e-08,2.0212210220352246e-08,2.0212254908981788e-08,2.021064194123482e-08,2.021029457500345e-08,2.0211286900076268e-08,0.0020637721859697766,2.0213050162562143e-08,0.02725176592896191,2.0211109134192094e-08,2.0210348713070748e-08,2.0213929884872168e-08,2.0210585036951076e-08,2.021012522809385e-08,0.005329595201937949,2.021158596266763e-08,9.265365826352501e-05,2.0211172210392042e-08,2.021026569151646e-08,2.0210378009935754e-08,2.0212160807065705e-08,2.0211972717559283e-08,2.0210580804657583e-08,2.0211211107117126e-08,2.7041002388142678e-08,2.021031508564321e-08,2.021024560537734e-08,2.0210594598782444e-08,2.0214732967028717e-08,2.021056076888535e-08,2.0211083828039102e-08,2.0213567204671793e-08,2.0210601952994006e-08,2.021222842874053e-08,2.0210794539983665e-08,2.021062595593739e-08,2.0210772704135093e-08
687,GTEX-RWSA-1126-SM-2XCAZ,8.07830761095163e-08,0.17221560177509054,8.078309260255606e-08,0.06268949174745282,8.078347803691621e-08,8.078251744449654e-08,8.078962357986318e-08,8.078164596732216e-08,8.078195514842655e-08,8.078471455998621e-08,0.026019167606629964,8.078132312725861e-08,8.07818555958335e-08,8.078319198202295e-08,0.1683704301415287,0.16913474347872753,8.07881732890965e-08,8.078219896207137e-08,0.007844265781776443,8.078962017594195e-08,8.078249915609071e-08,8.078240958126457e-08,8.078978163300303e-08,8.078224473691426e-08,8.078988817924483e-08,8.078260130813391e-08,8.078185106934772e-08,8.078164888435847e-08,8.078500433253319e-08,8.078275395824191e-08,8.078302929787564e-08,8.07827214112491e-08,8.078266729763539e-08,8.078289913783666e-08,0.0057436997859560005,8.07827887091203e-08,0.06221469749958181,8.078586570783448e-08,8.078310562463234e-08,8.078271431014752e-08,8.078242220965072e-08,8.078395192058524e-08,0.15057853102975507,8.078149701759797e-08,0.17518492138164382,8.078456955086983e-08,8.07818852666925e-08,8.078128217632475e-08,8.078210203942402e-08,8.078122358444335e-08,8.078113305991852e-08,8.07819782735115e-08,8.741805988820877e-08,8.078275027107857e-08,8.078179123473772e-08,8.078256678812128e-08,8.08078354345572e-08,8.078451316611908e-08,8.078235557795336e-08,8.08090520931549e-08,8.078437835118393e-08,8.078340821737682e-08,8.078557119518622e-08,8.078150084527624e-08,8.078308808827394e-08
