i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60,Topic 61,Topic 62,Topic 63,Topic 64,Topic 65
1348,TCGA-98-A53C-01A-11R-A262-07,4.992663502003977e-07,0.010122737161356895,5.010348228468422e-07,0.32615383390398334,5.050057718457386e-07,4.996564552338584e-07,5.222798158769687e-07,4.945323540877469e-07,4.961264419438976e-07,5.070671150753005e-07,0.07253617924301631,4.928630935922876e-07,4.95364464122201e-07,5.01389893063307e-07,0.01146039419992127,0.04577556420307156,5.180581938910949e-07,4.994284059347116e-07,0.041647438617792125,5.304310788131411e-07,4.965978200658319e-07,4.968851055022374e-07,5.61966257951467e-07,4.969420606641586e-07,5.304256862029667e-07,4.985513335878877e-07,4.953226664255299e-07,4.943876665112701e-07,5.072046756874103e-07,5.015210887242528e-07,5.020740885691327e-07,4.998443616691093e-07,4.994692454842348e-07,4.997697345532793e-07,0.05295263958443978,4.988513181356216e-07,0.3966085027979279,5.12436738194113e-07,4.998584785656389e-07,5.01387887375555e-07,4.982525274368023e-07,5.009622676062151e-07,0.030633514156945887,4.937575429409013e-07,0.012057224625273448,5.119418667978492e-07,4.959574588094872e-07,4.913417412581087e-07,4.9881829862922e-07,4.913007047593148e-07,4.935532349653384e-07,4.966157948993832e-07,2.440969900862678e-05,5.018469733133084e-07,4.94332293688717e-07,5.009538107671139e-07,6.005849662508233e-07,5.100184392392474e-07,4.973333660853997e-07,8.072173019347077e-07,5.066857616677376e-07,5.07205623068417e-07,5.108388293455548e-07,4.937027368030409e-07,5.025852522443731e-07
1349,TCGA-77-8138-01A-11R-2247-07,4.5414748633663595e-07,1.0691593979048784e-06,4.5414859780307905e-07,0.1840833878597059,4.5415129986993336e-07,4.5414891203873227e-07,4.543180979765991e-07,4.541417688465303e-07,4.541439232331897e-07,4.541525911553532e-07,0.004929520851382293,4.541395434618371e-07,4.541430109028777e-07,4.5414986431859044e-07,1.2909106934424882e-06,0.00016603324895323295,4.541601959380722e-07,4.5414579558727486e-07,0.027439995101417168,4.541714383410569e-07,4.5414438583716823e-07,4.541452986287645e-07,4.5406660691280443e-07,4.5415930640439095e-07,4.541693349111015e-07,4.5414662171958027e-07,4.541405785363386e-07,4.541403541947007e-07,4.5415300699321895e-07,4.541484288303892e-07,4.541453809751892e-07,4.5414658808792216e-07,4.5414714038681313e-07,4.541479066880658e-07,0.7234730523921643,4.5414663091774546e-07,0.043346099854716026,4.5416309574192345e-07,4.5414910220898484e-07,4.541584527461389e-07,4.541446998178939e-07,4.541543011446057e-07,0.016533116739442934,4.5414065468617727e-07,1.4531556730871546e-06,4.541581765301942e-07,4.541443500345987e-07,4.5413926079429665e-07,4.541444806051198e-07,4.541390910138947e-07,4.5413721501827857e-07,4.541437622701242e-07,4.5711861300568185e-07,4.5414832758460705e-07,4.541415490970231e-07,4.541384667001143e-07,4.542318930429049e-07,4.5415301252962947e-07,4.541415690314037e-07,4.5357295578811003e-07,4.5415251142828016e-07,4.5415375780992994e-07,4.54156988580312e-07,4.541390624787372e-07,4.5415100812908536e-07
1350,TCGA-51-4079-01A-01R-1100-07,7.167810331839588e-07,2.0970283347942546e-05,7.550568731443242e-07,0.032756802977291555,7.307358704599979e-07,7.350181411456247e-07,8.946349460820794e-07,6.737773191904082e-07,7.332550310570814e-07,7.289652567616869e-07,0.004487164870717679,6.676990767781749e-07,7.132181043264846e-07,7.53897874431287e-07,2.499843229129382e-05,0.0004866927634289065,7.434538643627538e-07,6.967751728644651e-07,0.011520845961662043,8.068456516254844e-07,7.135276569209822e-07,6.883607812921985e-07,1.0257180948217045e-06,1.0086694353151098e-06,8.319132090482863e-07,6.860144822160638e-07,6.617953404902124e-07,6.504899415793431e-07,7.284030108845803e-07,7.339030111855832e-07,6.88697272369917e-07,6.837611892038185e-07,6.901553853751238e-07,7.135758967764208e-07,0.9371915471391845,6.944758572516512e-07,0.009638250011121714,8.583824165304924e-07,7.54906028322535e-07,1.125603175478528e-06,6.901945915864109e-07,7.076410649789518e-07,0.0037920205878454226,6.718132702088192e-07,2.5767696262382987e-05,7.67416115754105e-07,7.616305153923181e-07,6.592718136924776e-07,6.995045395828766e-07,6.825199581698526e-07,6.389345059230015e-07,6.999270899267626e-07,1.44541009950712e-05,7.15813208768138e-07,6.586663263527818e-07,6.837943476528321e-07,1.0599818724421179e-06,7.346710826381338e-07,7.244810575743472e-07,1.0182467573038707e-06,7.128744571293642e-07,7.355252911675023e-07,7.529523347872691e-07,6.67493148414378e-07,7.53356101657333e-07
1351,TCGA-22-5483-01A-01R-1820-07,5.465531392807651e-07,8.947586311295165e-07,5.46551874434055e-07,0.202049139372952,5.465558210075328e-07,5.465519193139231e-07,5.46586621337796e-07,5.465471755552002e-07,5.46548197785153e-07,5.465563180366802e-07,0.005946250080184267,5.46544809510199e-07,5.465490048435882e-07,5.46553820697241e-07,9.560130326326433e-07,7.063052696924372e-05,5.465637809570429e-07,5.465518479463203e-07,0.08980847258517037,5.465765417150221e-07,5.465486883745653e-07,5.465502492482404e-07,5.466912260828082e-07,5.465657643051111e-07,5.465763879109632e-07,5.465508492920844e-07,5.465460266755659e-07,5.46545702555743e-07,5.465557879840777e-07,5.465543388763314e-07,5.465539926818532e-07,5.465513708749294e-07,5.465519508867194e-07,5.465521491742809e-07,0.6667124552547927,5.465519480492853e-07,0.03263443507888696,5.465639924923103e-07,5.465523339125437e-07,5.465593769943439e-07,5.46549372694039e-07,5.465567010348838e-07,0.0027456128114544407,5.465461182611049e-07,1.0881421292002696e-06,5.465622207170598e-07,5.465485008390571e-07,5.465448462684903e-07,5.465503896876782e-07,5.465438514712593e-07,5.465438052224644e-07,5.465482873729574e-07,5.512374119265593e-07,5.465528967803494e-07,5.465470420604455e-07,5.465495901909244e-07,5.466812474973581e-07,5.465591208431248e-07,5.465489619522561e-07,5.465147528897843e-07,5.465565355085627e-07,5.465592550156104e-07,5.465612566665978e-07,5.465450798204501e-07,5.465555435578343e-07
1352,TCGA-85-8277-01A-11R-2296-07,1.3291093543465963e-06,7.689795847662195e-07,1.3517815628628387e-06,0.0681628957031741,1.3832024720657973e-06,1.3656927752373779e-06,1.627833024736327e-06,1.2740429469396322e-06,1.3143433902039066e-06,1.37292738028178e-06,0.0028402104338816295,1.2446414069873594e-06,1.299217922143937e-06,1.3559576628662597e-06,9.405186535908148e-07,6.934446782936088e-05,1.4122567544365428e-06,1.3253569142706825e-06,0.017792043825103576,1.560969546487232e-06,1.298873650406371e-06,1.304896848752977e-06,1.86682162620921e-05,1.6270677371824022e-06,1.5348263866679923e-06,1.2976031204932668e-06,1.2527249969936333e-06,1.2413222757526518e-06,1.3759663220927809e-06,1.3700925241837623e-06,1.2949614726428155e-06,1.3048026676365485e-06,1.3072573927914585e-06,1.3380930249523423e-06,0.8821265131996715,1.3160472890839548e-06,0.025922610828195313,1.4980653006796692e-06,1.3498638332143368e-06,1.676040307140182e-06,1.3062474870149201e-06,1.3424039360726849e-06,0.0028971044967882223,1.263992896749856e-06,1.0333573562122057e-06,1.4352458324423143e-06,1.3475619443731039e-06,1.227665201251101e-06,1.3280222147819945e-06,1.2587226741409221e-06,1.222372998662021e-06,1.303354209619561e-06,9.498337100513981e-05,1.3550838563706072e-06,1.255989078889665e-06,1.299916653788077e-06,2.1296510131717522e-06,1.4060804365696455e-06,1.2954066845859687e-06,1.6757431322884718e-06,1.3559925020198141e-06,1.4298385393983564e-06,1.3943715435015218e-06,1.246647568009026e-06,1.3964538261712011e-06
1353,TCGA-66-2759-01A-01R-0851-07,1.0459446866975e-06,4.5422149128630715e-07,1.0881565528026016e-06,0.03433965132321917,1.0732550194973466e-06,1.0700504039728503e-06,1.2578039820723263e-06,9.733313757585032e-07,1.0277495513894526e-06,1.0608340608054997e-06,0.003527992479071253,9.530248008923199e-07,1.0189210134920471e-06,1.0651875089545547e-06,4.872594328781352e-07,2.539976302357794e-05,1.099508641487876e-06,1.0100630531692594e-06,0.0033272931928388155,1.198547050190565e-06,1.0277471857323698e-06,1.0005818169087479e-06,5.359045043215861e-06,1.4408717799241486e-06,1.2483421232039833e-06,9.9762413642738e-07,9.468639034779467e-07,9.336214586837929e-07,1.050844737109957e-06,1.064926507214354e-06,9.982501550437215e-07,9.926012105166265e-07,1.0047104344436162e-06,1.047491594216242e-06,0.9528852698627304,1.0060427674982784e-06,0.005092855938597702,1.2587838856726013e-06,1.1150811901657028e-06,1.5995509163242441e-06,9.999835301531464e-07,1.0324612435592617e-06,0.0007366655662441855,9.67635503006287e-07,4.952728259483447e-07,1.1128491666876682e-06,1.091415137475926e-06,9.361713877529795e-07,1.0130524312068207e-06,9.846085615413782e-07,9.12050319129862e-07,1.0157096105099162e-06,9.840532941717605e-07,1.0405247373461742e-06,9.499234207106358e-07,9.819262676803275e-07,1.7249230593668918e-06,1.0676281085379583e-06,1.049833505597318e-06,1.2287470101229924e-06,1.046148302504993e-06,1.078121330279105e-06,1.1193541727839004e-06,9.546287906256657e-07,1.1080130870100388e-06
1354,TCGA-77-6845-01A-11R-1949-07,9.180435648096289e-07,3.3847239440637026e-05,9.270334832641768e-07,0.05235702692348273,9.504825942903011e-07,9.409725495902104e-07,1.0738558499767133e-06,9.004186793469659e-07,9.175889627645964e-07,9.52295737665743e-07,0.0011724193093689411,8.880658325112914e-07,9.077852622485131e-07,9.387416160180912e-07,4.4268255487640264e-05,0.00042691475019435333,9.68053024867005e-07,9.278021133136686e-07,0.01709312283025101,1.0457954125057031e-06,9.116751066200523e-07,9.049728970856423e-07,3.7927754933726613e-06,1.032848531633037e-06,1.0227532222393665e-06,9.099320516261735e-07,8.972124673549013e-07,8.868214444577061e-07,9.50245208745392e-07,9.451637475796383e-07,9.074724430073278e-07,9.181006973025459e-07,9.135303519760108e-07,9.311153140356254e-07,0.8830933765531052,9.164785669948983e-07,0.044245945466199386,9.967853523517314e-07,9.399179491479457e-07,1.0544635508343058e-06,9.11220126014334e-07,9.18453112709159e-07,0.0012313379917154707,8.930341772356977e-07,5.424192935233772e-05,9.773400238462763e-07,9.33100882833832e-07,8.713435173246201e-07,9.307799256154957e-07,8.993348962650008e-07,8.85753155718495e-07,9.154082218387247e-07,0.00018920860802544695,9.372077092377034e-07,8.890494177826791e-07,9.333447672168897e-07,1.369352977590728e-06,9.681913586799245e-07,9.265126029651825e-07,5.316318408273375e-06,9.388266316305964e-07,9.756729019040428e-07,9.57304876549648e-07,8.916841344562806e-07,9.617104718506394e-07
1355,TCGA-22-4604-01A-01R-1201-07,5.492953032496566e-07,6.266159259715093e-07,5.508389609002554e-07,0.14550807846661182,5.514592378039877e-07,5.50754786058723e-07,5.557298139393204e-07,5.480951293715073e-07,5.497451017810222e-07,5.51323881718949e-07,0.0028656308912381975,5.475160479068077e-07,5.489494010266381e-07,5.509126014936908e-07,7.743041039102115e-07,9.8057616423252e-05,5.529697798128938e-07,5.497475930445679e-07,0.007106291702810057,5.574847047719369e-07,5.488670327499724e-07,5.486439811743726e-07,1.2983415925489585e-06,5.543360654302534e-07,5.562692320089948e-07,5.487491773977647e-07,5.47859322101432e-07,5.474511612978771e-07,5.512498001683599e-07,5.508880481692333e-07,5.49118124684246e-07,5.490752753595361e-07,5.491541745394899e-07,5.498106911694097e-07,0.7307097262926581,5.49213589526807e-07,0.11195161008329689,5.54511592397125e-07,5.502995257704936e-07,5.582510209253514e-07,5.492067954603084e-07,5.487492715874847e-07,0.001559219915659197,5.480453318686741e-07,9.446287039202103e-07,5.534107906699198e-07,5.504186298669932e-07,5.468236006749863e-07,5.498164541771166e-07,5.475317267047481e-07,5.47050586409291e-07,5.489358599378336e-07,0.00016849317063566307,5.508501073099261e-07,5.475426264326451e-07,5.49492003406038e-07,5.799324042229171e-07,5.523865935874507e-07,5.492069958947108e-07,5.957459261262951e-07,5.507307338969587e-07,5.523562052411027e-07,5.518776145608769e-07,5.476826555884731e-07,5.516072690427457e-07
1356,TCGA-46-6025-01A-11R-1820-07,3.6340821377291267e-07,4.806880119224385e-07,3.6340931533578313e-07,0.04768616644946419,3.6341099421527396e-07,3.634089017596274e-07,3.634243374969586e-07,3.634056006944774e-07,3.634072338631573e-07,3.6341192160880935e-07,0.0008218099171039201,3.6340496114608553e-07,3.6340662443595815e-07,3.634093550406606e-07,5.784666544355794e-07,5.6091076278178485e-05,3.634153795867314e-07,3.63408225205594e-07,0.011531708337867942,3.634221459418576e-07,3.634067872641285e-07,3.634068877454492e-07,3.634330994677361e-07,3.6341665502241196e-07,3.634207752889598e-07,3.6340749071394353e-07,3.6340567031195616e-07,3.6340550873053543e-07,3.634126345057588e-07,3.634097678495205e-07,3.6340769335701993e-07,3.634080264066874e-07,3.634080886228287e-07,3.6340834286505777e-07,0.8704484997717192,3.634079944850595e-07,0.06862345230143287,3.634152647633496e-07,3.6340862358653265e-07,3.634170273721227e-07,3.6340795692437605e-07,3.634094357034772e-07,0.0008105100232137855,3.6340532550659974e-07,7.12177933815671e-07,3.6341396235522033e-07,3.6340770853613373e-07,3.6340409405585167e-07,3.634079725112427e-07,3.634043038274663e-07,3.6340468670567023e-07,3.634069042745293e-07,3.6656776917189055e-07,3.6340993042777335e-07,3.6340535566134017e-07,3.6340810504209887e-07,3.634658848638233e-07,3.6341347495185846e-07,3.63406624078103e-07,3.6343026957685436e-07,3.6341095898763277e-07,3.6341202976065115e-07,3.634127784270227e-07,3.634051774445087e-07,3.6341006240792975e-07
1357,TCGA-18-3416-01A-01R-0980-07,5.016726619483515e-07,6.104743677437317e-07,5.016741672654856e-07,0.1284320998773626,5.016758755865787e-07,5.016723640609246e-07,5.017317381897854e-07,5.016670058919376e-07,5.016698022826315e-07,5.016762596384846e-07,0.003937130319800985,5.016661312504915e-07,5.016700642432121e-07,5.016731276476166e-07,7.073149623903464e-07,5.0522884230344816e-05,5.016816388632142e-07,5.016710961353689e-07,0.02293986607310638,5.016974246394887e-07,5.016698249676808e-07,5.016704779037025e-07,5.017192714390938e-07,5.016955799580617e-07,5.016916127483437e-07,5.016706143344318e-07,5.016665885264104e-07,5.016665407357814e-07,5.016768991572031e-07,5.016738240597231e-07,5.016728937960983e-07,5.016714229180169e-07,5.016710991555252e-07,5.016718131693968e-07,0.7731470712164142,5.016713061073799e-07,0.0693966549724787,5.016841023683495e-07,5.016726426581687e-07,5.016897261704704e-07,5.016708667250815e-07,5.016740067593577e-07,0.0020669298533796594,5.016669905508615e-07,8.14721421755776e-07,5.016811232997761e-07,5.0167095884977e-07,5.01664725792248e-07,5.016699170102228e-07,5.016653330853195e-07,5.016641864666681e-07,5.016691054666323e-07,5.021732422621424e-07,5.016740515593134e-07,5.016670215749776e-07,5.016654379150071e-07,5.017749106353498e-07,5.016776308908626e-07,5.016663361963091e-07,5.01216772199043e-07,5.016759915228233e-07,5.016782477656542e-07,5.016796878463363e-07,5.016653826129622e-07,5.016749504579198e-07
1358,TCGA-22-5477-01A-01R-1635-07,5.739549342838024e-07,0.00020197880354732952,5.739619958318196e-07,0.06111739758419226,5.744775945683053e-07,5.742139931263763e-07,5.813425427850889e-07,5.731849519737368e-07,5.735602902968273e-07,5.7438908940306e-07,0.004871476775125472,5.728684217901473e-07,5.736319067075545e-07,5.741754038992367e-07,0.00020857071450955346,0.001154672260909737,5.748983106713994e-07,5.738313998520732e-07,0.018399448452478765,5.769421782383406e-07,5.735200490434459e-07,5.73658635866329e-07,6.062200453358514e-07,5.77070332517401e-07,5.762276705070572e-07,5.736703060020782e-07,5.729991589234622e-07,5.729737993566585e-07,5.744032358476941e-07,5.742921379447248e-07,5.736849733899812e-07,5.737523406612712e-07,5.736607038043724e-07,5.739918939233502e-07,0.8707582665908116,5.737674357130037e-07,0.02206239390611941,5.755973034683162e-07,5.741692808014905e-07,5.771932851696959e-07,5.736650324407425e-07,5.741839476789304e-07,0.0209235234710467,5.731128877799278e-07,0.00023775682563330678,5.751305282666946e-07,5.739607849781219e-07,5.728076784017103e-07,5.738520493068172e-07,5.730451321638762e-07,5.726547677807729e-07,5.735353204213479e-07,3.345747154314774e-05,5.742255370326687e-07,5.731870406948659e-07,5.73534668759815e-07,5.815722800629019e-07,5.747426274931574e-07,5.735226350277459e-07,5.82741922531874e-07,5.7419866620543e-07,5.749339596992192e-07,5.74666625413619e-07,5.729578852228032e-07,5.746265037152331e-07
1359,TCGA-22-0944-01A-01R-0692-07,3.50069281146407e-07,8.156123450328512e-07,3.5007065735516214e-07,0.0350659188248372,3.5007187346165395e-07,3.5007031758619635e-07,3.5010267585696e-07,3.5006726621534076e-07,3.500691345201145e-07,3.500738945479749e-07,0.0012786484017744068,3.500663664918087e-07,3.5006780306303824e-07,3.500711563046116e-07,1.2590442229312198e-06,6.564980850693068e-05,3.5007761008698534e-07,3.5006963170475655e-07,0.013327447549468702,3.5008467128158067e-07,3.50068553430616e-07,3.500682539710735e-07,3.5010895498517134e-07,3.5007384345871316e-07,3.5008346207612087e-07,3.5006885696147254e-07,3.500676680657666e-07,3.5006690554576313e-07,3.500741051379463e-07,3.500709019770852e-07,3.500692009329486e-07,3.500695996923807e-07,3.5006951733483663e-07,3.500696746239098e-07,0.8772792529764597,3.500693728320723e-07,0.07195360723795645,3.500777904085886e-07,3.5007053007862575e-07,3.500759850500585e-07,3.5006901672453117e-07,3.5007168520723226e-07,0.0010065847294829125,3.5006669949056935e-07,1.5098586016769113e-06,3.500756753827242e-07,3.5006929328288194e-07,3.5006552334124636e-07,3.5006893729153515e-07,3.5006620320326017e-07,3.500661983860223e-07,3.500683402713329e-07,4.018492854469094e-07,3.500709371759644e-07,3.500666085224065e-07,3.5006890197464814e-07,3.5032872046151014e-07,3.500747131134515e-07,3.5007088544289393e-07,3.5002467832273574e-07,3.5007260186181544e-07,3.5007327868496366e-07,3.5007456629915097e-07,3.5006671192094e-07,3.500713659339e-07
1360,TCGA-85-A4QQ-01A-41R-A262-07,2.9986714149690685e-07,4.2950964034410386e-07,2.99868572555073e-07,0.015409554554839621,2.998689657823171e-07,2.998678584285614e-07,2.9988127567674245e-07,2.9986554621540984e-07,2.9986778476737385e-07,2.9987018314184316e-07,0.0012747752867311867,2.998649589672564e-07,2.9986628067158823e-07,2.998699157294219e-07,5.498619687808132e-07,4.7824606041421394e-05,2.9987283105781407e-07,2.9986712061917397e-07,0.002913065029357346,2.998768565698407e-07,2.998667243284127e-07,2.998664188486953e-07,2.998852228096741e-07,2.998711546843293e-07,2.9987612024868317e-07,2.9986672463877833e-07,2.998655342726349e-07,2.9986516824194643e-07,2.998707827620127e-07,2.9986845865023375e-07,2.998678545579744e-07,2.9986718023985716e-07,2.9986733528913355e-07,2.998673828196838e-07,0.9461423495459272,2.998671920441073e-07,0.033362992942520917,2.9987436242970526e-07,2.9986818976241207e-07,2.998733120865572e-07,2.9986691193484233e-07,2.998689130372537e-07,0.0008313449088278086,2.998650593420166e-07,6.027765946429124e-07,2.998725283679535e-07,2.9986748929596866e-07,2.9986437246703487e-07,2.998668897189991e-07,2.998646896655836e-07,2.998646643067757e-07,2.9986641087902633e-07,3.1803416364154594e-07,2.998680465271164e-07,2.9986502118914726e-07,2.998670815443303e-07,2.998958349242039e-07,2.998711403074826e-07,2.9987087731188595e-07,2.9986272393864275e-07,2.998695009378263e-07,2.998698669843077e-07,2.998711390935078e-07,2.9986509148391144e-07,2.9986872342898145e-07
1361,TCGA-18-3408-01A-01R-0980-07,4.862111834917971e-07,2.1127659226358543e-06,4.862113625152329e-07,0.13293512048678857,4.862142597266933e-07,4.862111008860954e-07,4.862458554283136e-07,4.862078026576456e-07,4.86208568231974e-07,4.862161256262214e-07,0.006969472423846802,4.862075065905045e-07,4.862078868935714e-07,4.862128639765871e-07,3.0473372465177614e-06,0.00025507443019365055,4.862237316119182e-07,4.8621006391029e-07,0.051777459737470256,4.862367462399442e-07,4.862083402066998e-07,4.862096032570515e-07,4.86246573146975e-07,4.862232070750661e-07,4.86232754195687e-07,4.862103995963106e-07,4.86205886966636e-07,4.86205754775864e-07,4.862168147949101e-07,4.86212928169819e-07,4.862116686328415e-07,4.862104460670429e-07,4.862106968109656e-07,4.862113942016094e-07,0.728061631400576,4.862102634949243e-07,0.073671717614574,4.862245305987489e-07,4.862115522866615e-07,4.862202655854869e-07,4.862091693732311e-07,4.862189658149676e-07,0.006293263664848069,4.862055178165712e-07,3.4809244955239157e-06,4.862223532233883e-07,4.862080149219403e-07,4.862041922125022e-07,4.862099893813369e-07,4.862076831012182e-07,4.862052078604514e-07,4.862084412913176e-07,1.363410327126906e-06,4.862122763959323e-07,4.862062034266849e-07,4.862093438765637e-07,4.862851616191912e-07,4.862182991029776e-07,4.862147226232682e-07,4.86377516871873e-07,4.862161182564239e-07,4.862177065228656e-07,4.862199361462209e-07,4.862055614518207e-07,4.862131919307435e-07
1362,TCGA-22-4599-01A-01R-1443-07,1.1050904732511201e-05,6.067705954416446e-07,1.1430833799753939e-05,0.14725834632806004,1.199566776072016e-05,1.1639793129195573e-05,1.7996564364121786e-05,1.0402198978621265e-05,1.0869167580869629e-05,1.1931739327689496e-05,0.0026150913518140405,1.0147256344932963e-05,1.0837920018863102e-05,1.1454702887341501e-05,7.047275729655371e-07,6.022024514693152e-05,1.242006020404572e-05,1.115269586708563e-05,0.01291969957064814,1.4400614539580786e-05,1.0729550441331023e-05,1.082074074581958e-05,5.080301498053128e-05,1.3788922764708929e-05,1.3756535206304465e-05,1.0844187828185818e-05,1.0337014075734367e-05,1.0265905259078212e-05,1.1933035851874659e-05,1.1681910290915902e-05,1.0885673319612713e-05,1.1028061080021099e-05,1.0950167016807208e-05,1.124185630147717e-05,0.7289403361965371,1.0955452371714323e-05,0.10585007206205262,1.2924012628386184e-05,1.1384199490183041e-05,1.4320102652056884e-05,1.1039150553255312e-05,1.1045107081627147e-05,0.0014433439439700097,1.034802025690282e-05,8.563912537504031e-07,1.266201665634915e-05,1.1332149597591734e-05,9.868702556718162e-06,1.125726619095769e-05,1.0317285249592447e-05,9.958258412283412e-06,1.0804660186259823e-05,0.00021348189143845914,1.1776788852074971e-05,1.0243909948651864e-05,1.0996555217683855e-05,2.074216022095806e-05,1.2351614563303319e-05,1.0723050917490988e-05,3.7047184783613195e-05,1.1627116707541864e-05,1.24982383529634e-05,1.2047002981007202e-05,1.0230803083776534e-05,1.194301669986458e-05
1363,TCGA-22-5478-01A-01R-1635-07,6.605401067084221e-07,0.0006448191719921175,6.722914688674368e-07,0.2427517739039648,6.736394504970873e-07,6.709392219687411e-07,6.854347614265032e-07,6.66315640915446e-07,6.733852181297705e-07,6.786268028011146e-07,0.006773861842735746,6.690177179427168e-07,6.671020626474009e-07,6.664136808908947e-07,0.0006459161763732199,0.006086925549143058,6.916696865496173e-07,6.877424168279269e-07,0.08138016840277443,7.269313886415563e-07,6.638077985318683e-07,6.59975352847511e-07,7.915571163851532e-07,6.75797251700736e-07,7.050549679842308e-07,6.686485021528364e-07,6.775835813896658e-07,6.638477481723334e-07,6.773358929904636e-07,6.826053714014621e-07,6.792927376367277e-07,6.80196852544898e-07,6.666273128233595e-07,6.737986069127238e-07,0.5846693132719829,6.602554569418328e-07,0.05386190784887505,6.943992204194356e-07,6.751492401731278e-07,6.893509129049113e-07,6.691980006236233e-07,6.642706613583367e-07,0.020826445739974116,6.635298128636883e-07,0.0006188023579907123,6.980838419603808e-07,6.715684599406844e-07,6.55176774756422e-07,6.819028420655934e-07,6.629340899390545e-07,6.932833748922586e-07,6.716516360779353e-07,0.0002764599388386201,6.68440253447136e-07,6.595161185409135e-07,7.391374594733108e-07,8.23142049449754e-07,6.926611806275927e-07,7.146850840379247e-07,0.0014274118526892128,6.73522035334541e-07,6.781784279002095e-07,6.823876524629926e-07,6.794482267075293e-07,6.758911348494834e-07
1364,TCGA-43-7657-11A-01R-2125-07,2.452676350724198e-07,0.049983219623378476,2.4526776070110103e-07,0.14722660076342556,2.452709220131153e-07,2.4526666941181176e-07,2.452905077692247e-07,2.452641903980566e-07,2.45265655845107e-07,2.452729069568998e-07,0.07099116751793526,2.4526281251533627e-07,2.4526656785752653e-07,2.452703798152981e-07,0.04904054841392488,0.09529652724585487,2.452827410938776e-07,2.452673413520343e-07,0.02834358044580693,2.4528710079703334e-07,2.452662587911858e-07,2.4526715196992077e-07,2.452922895715221e-07,2.45266380817937e-07,2.452892544791127e-07,2.452673268019301e-07,2.452645124492232e-07,2.4526397236141654e-07,2.4527414175177643e-07,2.452679138198153e-07,2.452684546365477e-07,2.4526730326612127e-07,2.4526708645347787e-07,2.452691337019169e-07,0.01344803973486967,2.452675119812158e-07,0.1991980083095174,2.452758531774528e-07,2.452675297147828e-07,2.452674537990195e-07,2.452676497133948e-07,2.452710255547629e-07,0.29476480623017526,2.4526363660822203e-07,0.051694001670941056,2.452729392565006e-07,2.4526448400443483e-07,2.4526263163649277e-07,2.452655648699023e-07,2.452620990243384e-07,2.452625298643897e-07,2.452650937039325e-07,2.537087583702629e-07,2.452678269365493e-07,2.4526440381468174e-07,2.45267857001726e-07,2.4534064003617375e-07,2.4527291949886617e-07,2.4526530430111676e-07,2.4697572948219206e-07,2.4527190838999177e-07,2.452704414083207e-07,2.45275635458136e-07,2.452641271462607e-07,2.452682433956577e-07
1365,TCGA-58-8386-11A-01R-2296-07,2.0903595117915665e-07,0.07529416105651711,2.0903603575389483e-07,0.18610191636657378,2.090373699461041e-07,2.090348319916442e-07,2.0905319853865537e-07,2.0903247229139078e-07,2.0903348072702983e-07,2.0904039397926235e-07,0.09714714074065686,2.0903170968975343e-07,2.090330922825289e-07,2.0903645286707043e-07,0.07518879093864296,0.1194431655987915,2.0904893499684767e-07,2.0903409354547501e-07,0.035862422926324355,2.0905271623270985e-07,2.090345967956542e-07,2.0903455756784948e-07,2.091666597532879e-07,2.090343396084901e-07,2.0905502930715997e-07,2.0903527089168333e-07,2.090331842951331e-07,2.0903264602738238e-07,2.0904129148849687e-07,2.0903538483798678e-07,2.0903663633207588e-07,2.0903547690765973e-07,2.0903517689246668e-07,2.0903568766037457e-07,0.01371304034633491,2.0903550770140493e-07,0.18837020012276842,2.0904325484258255e-07,2.0903588448593425e-07,2.0903539420427612e-07,2.0903457444141664e-07,2.090398103953025e-07,0.13167830659439517,2.0903214896851054e-07,0.07718934038520239,2.0904056327418817e-07,2.0903291906127435e-07,2.09031457169084e-07,2.0903395558618522e-07,2.0903122056352892e-07,2.09031359433382e-07,2.0903344493640012e-07,2.2671897281270936e-07,2.0903543915721802e-07,2.0903291554709564e-07,2.0903480993822424e-07,2.090996281474568e-07,2.0904032397898213e-07,2.0903403323493926e-07,2.0906143849342962e-07,2.090397635747848e-07,2.090374823791267e-07,2.0904263978506094e-07,2.0903206079544355e-07,2.0903611726959968e-07
